"","X","type","Paying","date","amount","purpose_scrubbed","Paid","purpose","property","city","state","year","month","latlong.x","latlong.y"
"1043",1043,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1044",1044,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1045",1045,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1046",1046,"government","Department of Defense","2017-04-28",644.43,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1047",1047,"government","Department of Defense","2017-04-28",959.95,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1048",1048,"government","Department of Defense","2017-04-28",653.5,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1049",1049,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1050",1050,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1051",1051,"government","Department of Defense","2017-04-28",674.15,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1052",1052,"government","Department of Defense","2017-04-28",635.84,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1053",1053,"government","Department of Defense","2017-04-28",594.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1054",1054,"government","Department of Defense","2017-04-28",934.39,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1055",1055,"government","Department of Defense","2017-04-28",653.92,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1056",1056,"government","Department of Defense","2017-04-28",629.11,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1057",1057,"government","Department of Defense","2017-04-29",1123.33,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1058",1058,"government","Department of Defense","2017-04-29",2.08,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1059",1059,"government","Department of Defense","2017-05-03",5.99,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1060",1060,"government","Department of Defense","2017-05-04",9.01,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1061",1061,"government","Department of Defense","2017-05-04",19.51,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1062",1062,"government","Department of Defense","2017-05-05",248.53,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1063",1063,"government","Department of Defense","2017-05-05",11.9,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1064",1064,"government","Department of Defense","2017-05-07",9.01,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1065",1065,"government","Department of Defense","2017-05-07",217.15,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1066",1066,"government","Department of Defense","2017-05-07",454.21,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1067",1067,"government","Department of Defense","2017-05-08",77.12,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1068",1068,"government","Department of Defense","2017-05-08",9618.78,"Lodging","Trump Golf Club Bedminster","Hotels-Lodging","Trump National Golf Club - Bedminster","Bedminster","NJ",2017,NA,NA,"40.653775:-74.697349"
"1069",1069,"government","Department of Defense","2017-05-08",2.7,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1070",1070,"government","Department of Defense","2017-05-08",3.73,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1071",1071,"government","Borough of Pine Hill, New Jersey","2017-05-08",400,"Lodging","Trump Golf Club","Hotels-Lodging ","Trump National Golf Club, Philadelphia","","",2017,NA,NA,"40.762459:-73.973869"
"1072",1072,"government","City of Doral, Florida","2017-05-08",2883.17,"Lodging","Trump Golf Club Miami","Hotels-Lodging ","Trump National Doral Miami","","",2017,NA,NA,"25.818840:-80.343826"
"1073",1073,"government","Department of Defense","2017-05-09",7189.88,"Lodging","Trump Golf Club Palm Beach","Hotels-Lodging","Trump National Golf Club","561-8322600","FL",2017,NA,NA,"26.665794:-80.061525"
"1074",1074,"government","Department of Defense","2017-05-09",9401.6,"Lodging","Trump Golf Club Palm Beach","Hotels-Lodging","Trump National Golf Club","S61-8322600","FL",2017,NA,NA,"26.665794:-80.061525"
"1075",1075,"government","Department of Defense","2017-05-09",46.4,"Food","Trump Hotel D.C.","Restaurant","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1076",1076,"government","Department of Defense","2017-05-10",11.52,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1077",1077,"government","Department of Defense","2017-05-15",316.8,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1078",1078,"government","Department of Defense","2017-05-15",9.63,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1079",1079,"government","Department of Defense","2017-05-15",9.44,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1080",1080,"government","Department of Defense","2017-05-15",316.8,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1081",1081,"government","Department of Defense","2017-05-15",316.8,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1082",1082,"government","Department of Defense","2017-05-19",4.9,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1083",1083,"government","Department of Defense","2017-05-20",16.2,"Food","Trump Hotel D.C.","Restaurant","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1084",1084,"government","Department of Defense","2017-05-20",28,"Food","Trump Hotel D.C.","Restaurant","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1085",1085,"government","Department of Defense","2017-05-22",147.96,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1086",1086,"government","Department of Defense","2017-05-22",103.25,"Lodging","Trump Hotel Honolulu","Hotels-Lodging","Trump International Hotel Waikiki","Honolulu","HI",2017,NA,NA,"21.306944:-157.858337"
"1087",1087,"government","Department of Defense","2017-05-23",147.96,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1088",1088,"government","Department of Defense","2017-05-23",831.27,"Lodging","Trump Hotel D.C.","Hotels-Lodging","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1089",1089,"government","Department of Defense","2017-05-23",41.44,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1090",1090,"government","Department of Defense","2017-05-24",19.2,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1091",1091,"government","Department of Defense","2017-05-24",6.48,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1092",1092,"government","Department of Defense","2017-05-24",1308.36,"Lodging","Trump Hotel D.C.","Hotels-Lodging","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1093",1093,"government","Department of Defense","2017-05-25",1164.36,"Lodging","Trump Hotel D.C.","Hotels-Lodging","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"1094",1094,"government","Department of Defense","2017-05-26",27.94,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1095",1095,"government","Department of Defense","2017-05-26",11.65,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1096",1096,"government","Department of Defense","2017-05-27",71.48,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1097",1097,"government","Department of Defense","2017-05-27",65.76,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1098",1098,"government","Department of Defense","2017-05-31",237.61,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1099",1099,"government","Department of Defense","2017-05-31",92.01,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"1100",1100,"government","Department of Defense","2017-05-31",383.25,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1101",1101,"government","Department of Defense","2017-05-31",200.09,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1102",1102,"government","Department of Defense","2017-05-31",188.49,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1103",1103,"government","Department of Defense","2017-05-31",160,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1104",1104,"government","Department of Defense","2017-05-31",249.77,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1105",1105,"government","Department of Defense","2017-05-31",307.31,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"1106",1106,"government","Department of Homeland Security","2017-05-31",56330.48,"Events","Trump Golf Club Miami","Lease or rental of conference space or facilities","Trump National Doral Miami","Miami","FL",2017,NA,NA,"25.818840:-80.343826"
"1107",1107,"government","City of Live Oak, Florida","2017-05-31",954,"Lodging","Trump Golf Club Miami","Hotels-Lodging ","Trump National Doral Miami","","",2017,NA,NA,"25.818840:-80.343826"
"1108",1108,"government","Department of Defense","2017-06-01",3,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1109",1109,"government","Department of Defense","2017-06-01",19.26,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1110",1110,"government","Department of Defense","2017-06-01",23.54,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1111",1111,"government","Department of Defense","2017-06-01",29.96,"Food","Trump Hotel Panama","Restaurant","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1112",1112,"government","Department of Defense","2017-06-02",366.8,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1113",1113,"government","Department of Defense","2017-06-02",316,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1114",1114,"government","Department of Defense","2017-06-02",327.1,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1115",1115,"government","Department of Defense","2017-06-02",321,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1116",1116,"government","Department of Defense","2017-06-02",348.06,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1117",1117,"government","Department of Defense","2017-06-02",316,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1118",1118,"government","Department of Defense","2017-06-02",273.91,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","San Francisco","CA",2017,NA,NA,"8.982379:-79.519867"
"1119",1119,"government","Department of Defense","2017-06-03",18.38,"Food","Trump Golf Club D.C.","Restaurant","Trump National Golf Club Washington D.C.","Potomac Falls","VA",2017,NA,NA,"39.052459:-77.347594"
"1120",1120,"government","Department of Defense","2017-06-03",5.55,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"1121",1121,"government","Department of Defense","2017-06-06",1291.32,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
